sectionid{}uid{}datetime{}type{}sid
1003541{}347759{}20110701 000000{}d{}36169946
1002625{}347082{}20110701 211404{}v{}361538
1003243{}347289{}20110701 211408{}d{}36107286
1010299{}352793{}20110701 211409{}d{}36233224
1002279{}346284{}20110701 211420{}v{}361538
1008238{}351114{}20110701 211433{}d{}36233246
1002899{}347194{}20110701 211436{}d{}36107286
1003025{}347194{}20110701 211441{}d{}36107286
1002776{}347194{}20110701 211442{}d{}36107286
1006386{}349642{}20110701 211446{}d{}36184332
1003244{}347194{}20110701 211448{}d{}36107286
1003120{}347462{}20110701 211503{}d{}36107285
1008879{}351639{}20110701 211505{}d{}36271002
1001346{}346284{}20110701 211536{}v{}361538
1004349{}347871{}20110701 211540{}d{}36109870
1007659{}350608{}20110701 211544{}v{}362337
1006159{}349464{}20110701 211547{}d{}36135010
1006134{}349440{}20110701 211549{}d{}36182707
1008780{}351565{}20110701 211603{}d{}36256303
1006904{}350035{}20110701 211610{}d{}36194656
1002777{}347195{}20110701 211611{}d{}36151188
1010317{}352808{}20110701 211618{}d{}36233224
1002900{}347290{}20110701 211631{}d{}36107287
1011002{}353373{}20110701 211638{}d{}36276648
1008073{}350966{}20110701 211642{}d{}36211694
1003275{}347115{}20110701 211646{}d{}36124200
1004154{}348061{}20110701 211648{}d{}36109066
1007675{}350621{}20110701 211650{}v{}362307
1000853{}345888{}20110701 211652{}d{}36172758
1003854{}347919{}20110701 211658{}d{}36122109
1002626{}347083{}20110701 211700{}v{}361538
1002778{}347196{}20110701 211712{}d{}36107287
1009731{}352337{}20110701 211712{}d{}36280294
1008725{}351515{}20110701 211716{}d{}36230996
1007246{}350312{}20110701 211720{}d{}36184137
1000710{}345769{}20110701 211721{}d{}36172760
1001671{}346527{}20110701 211721{}v{}361538
1009260{}351928{}20110701 211722{}d{}36208477
1009544{}352179{}20110701 211723{}d{}36280292
1004035{}347835{}20110701 211726{}d{}36122110
1010395{}352875{}20110701 211726{}d{}36233222
1003379{}347624{}20110701 211730{}d{}36103413
1003338{}347624{}20110701 211752{}d{}36103414
1009988{}352549{}20110701 211754{}d{}36272025
1001999{}346527{}20110701 211807{}v{}361538
1003121{}347463{}20110701 211812{}d{}36107287
1007370{}350408{}20110701 211819{}d{}36150620
1006661{}349861{}20110701 211821{}d{}36186607
1002000{}346527{}20110701 211827{}v{}361538
1002280{}346906{}20110701 211833{}v{}361538
1004257{}347286{}20110701 211835{}d{}36109870
1008790{}351565{}20110701 211838{}d{}36256303
1009694{}352304{}20110701 211842{}d{}36280292
1004991{}348624{}20110701 211854{}d{}36177743
1007545{}350446{}20110701 211855{}d{}36195780
1000529{}345655{}20110701 211859{}v{}361
1008103{}350991{}20110701 211905{}d{}36211695
1001672{}346528{}20110701 211909{}v{}361538
1010707{}353134{}20110701 211921{}d{}36295623
1008400{}351257{}20110701 211944{}d{}36233249
1004390{}348179{}20110701 211953{}d{}36109868
1007660{}350609{}20110701 211955{}v{}362337
1002627{}346290{}20110701 211958{}v{}361538
1010187{}352697{}20110701 212005{}d{}36233927
1000641{}345706{}20110701 212012{}d{}36162967
1008281{}351153{}20110701 212017{}v{}362101
1000932{}345939{}20110701 212019{}v{}361117
1001025{}346020{}20110701 212022{}d{}36155389
1010943{}353327{}20110701 212024{}d{}36240451
1009906{}352483{}20110701 212032{}d{}36272959
1008114{}351002{}20110701 212033{}d{}36211695
1010861{}353258{}20110701 212040{}d{}36207983
1007770{}350708{}20110701 212052{}d{}36211696
1003671{}347836{}20110701 212058{}d{}36122110
1003323{}347612{}20110701 212103{}d{}36191702
1003931{}347463{}20110701 212110{}d{}36122110
1010494{}352958{}20110701 212118{}d{}36233221
1000571{}345655{}20110701 212121{}v{}361
1000496{}345606{}20110701 212122{}v{}361
1002001{}346727{}20110701 212136{}v{}361538
1004424{}348208{}20110701 212136{}d{}36178949
1000572{}345606{}20110701 212137{}v{}361
1005821{}349217{}20110701 212150{}d{}36176375
1007476{}350479{}20110701 212205{}d{}36195778
1003672{}347837{}20110701 212210{}d{}36122109
1005834{}349226{}20110701 212219{}d{}36176375
1010714{}352777{}20110701 212219{}d{}36253969
1004391{}348180{}20110701 212225{}d{}36109869
1010648{}353086{}20110701 212230{}d{}36222798
1002002{}346672{}20110701 212231{}v{}361538
1009134{}351832{}20110701 212245{}d{}36279428
1007116{}350203{}20110701 212255{}d{}36184138
1008062{}350956{}20110701 212257{}d{}36211695
1009201{}351893{}20110701 212327{}d{}36246155
1004628{}348362{}20110701 212338{}d{}36192457
1006403{}349657{}20110701 212338{}d{}36183915
1003026{}347394{}20110701 212400{}d{}36107287
1006132{}349438{}20110701 212407{}d{}36174429
1007431{}350445{}20110701 212418{}d{}36195779
1004425{}348209{}20110701 212419{}d{}36178951
1010334{}352819{}20110701 212421{}d{}36233221
1002003{}346728{}20110701 212424{}v{}361538
1005249{}348801{}20110701 212438{}d{}36197756
1009553{}352186{}20110701 212456{}d{}36280293
1008483{}351321{}20110701 212500{}d{}36233233
1010507{}352970{}20110701 212507{}d{}36233221
1008774{}351561{}20110701 212512{}d{}36256304
1000711{}345770{}20110701 212523{}d{}36172758
1003027{}347395{}20110701 212537{}d{}36107286
1003855{}347550{}20110701 212538{}d{}36122109
1002628{}347084{}20110701 212545{}v{}361538
1008390{}351249{}20110701 212554{}d{}36233248
1000712{}345771{}20110701 212559{}d{}36172759
1006464{}349709{}20110701 212559{}d{}36194267
1005446{}348928{}20110701 212639{}d{}36199707
1008349{}351210{}20110701 212657{}d{}36209169
1008815{}351592{}20110701 212705{}d{}36270989
1002901{}347291{}20110701 212706{}d{}36107287
1007072{}350167{}20110701 212708{}d{}36194642
1002004{}346729{}20110701 212710{}v{}361538
1011173{}353523{}20110701 212712{}d{}36254244
1006662{}349861{}20110701 212722{}d{}36186607
1006526{}349763{}20110701 212725{}d{}36198187
1001674{}346529{}20110701 212729{}v{}361538
1009767{}352367{}20110701 212731{}d{}36280293
1004036{}347395{}20110701 212743{}d{}36122109
1000347{}345556{}20110701 212802{}v{}36109
1005339{}347394{}20110701 212823{}d{}36107129
1002005{}346289{}20110701 212829{}v{}361538
1004037{}347996{}20110701 212835{}d{}36122108
1004093{}348026{}20110701 212838{}d{}36109064
1010281{}352777{}20110701 212841{}d{}36233226
1003380{}347650{}20110701 212845{}d{}36103413
1008098{}350986{}20110701 212851{}d{}36211694
1006129{}349435{}20110701 212853{}d{}36166021
1004038{}347837{}20110701 212904{}d{}36122110
1008789{}351565{}20110701 212905{}d{}36256303
1007477{}350480{}20110701 212909{}d{}36195779
1002779{}347197{}20110701 212928{}d{}36107285
1011031{}353396{}20110701 212931{}d{}36221869
1007303{}350356{}20110701 212932{}d{}36184139
1004858{}348515{}20110701 212945{}d{}36198096
1001347{}346285{}20110701 212948{}v{}361538
1011073{}353437{}20110701 212952{}d{}36227686
1003673{}347358{}20110701 212954{}d{}36122110
1005081{}348684{}20110701 213003{}d{}36177742
1008720{}351511{}20110701 213005{}d{}36211486
1001675{}346285{}20110701 213009{}v{}361538
1004112{}347919{}20110701 213025{}d{}36109065
1007824{}350755{}20110701 213045{}d{}36211694
1006387{}349643{}20110701 213046{}d{}36184333
1001676{}346530{}20110701 213055{}v{}361538
1002282{}346907{}20110701 213101{}v{}361538
1009564{}352195{}20110701 213103{}d{}36280292
1002630{}346530{}20110701 213105{}v{}361538
1009036{}351750{}20110701 213107{}d{}36297064
1010643{}353082{}20110701 213108{}d{}36222798
1000573{}345655{}20110701 213114{}v{}361
1010167{}352680{}20110701 213120{}d{}36272959
1006421{}349672{}20110701 213122{}d{}36183915
1001035{}346028{}20110701 213144{}d{}36196290
1008905{}351655{}20110701 213150{}d{}36271002
1007953{}350865{}20110701 213205{}d{}36211694
1009492{}352137{}20110701 213208{}d{}36227896
1000714{}345772{}20110701 213212{}d{}36172758
1000920{}345930{}20110701 213212{}v{}361117
1006026{}349363{}20110701 213213{}d{}36136279
1004351{}348160{}20110701 213214{}d{}36109869
1006022{}349361{}20110701 213225{}d{}36155623
1002007{}346730{}20110701 213227{}v{}361538
1004392{}348181{}20110701 213246{}d{}36109868
1010074{}352552{}20110701 213302{}d{}36272959
1007861{}350787{}20110701 213305{}d{}36211694
1002780{}347198{}20110701 213311{}d{}36107286
1003429{}347680{}20110701 213319{}d{}36117617
1007785{}350720{}20110701 213330{}d{}36211694
1005501{}348974{}20110701 213335{}d{}36151536
1000815{}345858{}20110701 213344{}d{}36172758
1010656{}353082{}20110701 213345{}d{}36222798
1009282{}351959{}20110701 213351{}d{}36227755
1008733{}351523{}20110701 213353{}d{}36230994
1002283{}346908{}20110701 213354{}v{}361538
1008111{}350999{}20110701 213355{}d{}36211695
1003856{}347198{}20110701 213400{}d{}36122109
1009924{}352498{}20110701 213402{}d{}36272957
1005961{}349314{}20110701 213412{}d{}36163612
1009992{}352552{}20110701 213415{}d{}36272959
1006499{}349741{}20110701 213425{}d{}36194268
1003028{}347396{}20110701 213437{}d{}36107287
1003519{}347743{}20110701 213439{}d{}36127361
1003520{}347744{}20110701 213439{}d{}36127361
1010960{}353327{}20110701 213440{}d{}36240461
1002284{}346909{}20110701 213442{}v{}361538
1005864{}349244{}20110701 213442{}d{}36168687
1005917{}349280{}20110701 213442{}d{}36139160
1007829{}350760{}20110701 213444{}d{}36211695
1005764{}349165{}20110701 213452{}d{}36176469
1005765{}349165{}20110701 213455{}d{}36176468
1010869{}353266{}20110701 213459{}d{}36207983
1004426{}348210{}20110701 213509{}d{}36178949
1005036{}348652{}20110701 213511{}d{}36177742
1007845{}350772{}20110701 213511{}d{}36211694
1008046{}350772{}20110701 213515{}d{}36211694
1006253{}349541{}20110701 213530{}d{}36184333
1011089{}353450{}20110701 213533{}d{}36227685
1008053{}350947{}20110701 213541{}d{}36211695
1010373{}352855{}20110701 213545{}d{}36233220
1004197{}348086{}20110701 213547{}d{}36109870
1004302{}348086{}20110701 213553{}d{}36109870
1011010{}353379{}20110701 213608{}d{}36219027
1011041{}353405{}20110701 213623{}d{}36232888
1000610{}345693{}20110701 213628{}d{}36174612
1000921{}345931{}20110701 213629{}v{}361117
1002008{}346530{}20110701 213629{}v{}361538
1007595{}350446{}20110701 213629{}d{}36196070
1001677{}346530{}20110701 213633{}v{}361538
1001678{}346290{}20110701 213641{}v{}361538
1010966{}353345{}20110701 213645{}d{}36207984
1010046{}352593{}20110701 213646{}d{}36272957
1010181{}352691{}20110701 213649{}d{}36233927
1010556{}353010{}20110701 213654{}d{}36233222
1006663{}349866{}20110701 213657{}d{}36186595
1010132{}352593{}20110701 213658{}d{}36272958
1005502{}348975{}20110701 213703{}d{}36151536
1002781{}347199{}20110701 213707{}d{}36107286
1007432{}350446{}20110701 213707{}d{}36196070
1006766{}349936{}20110701 213733{}d{}36186606
1007702{}350643{}20110701 213740{}v{}36241
1001680{}346530{}20110701 213809{}v{}361538
1007945{}350858{}20110701 213830{}d{}36211695
1010278{}352774{}20110701 213832{}d{}36298789
1010249{}352749{}20110701 213842{}d{}36234161
1010097{}352631{}20110701 213907{}d{}36272957
1006767{}349937{}20110701 213913{}d{}36186596
1003932{}347951{}20110701 213925{}d{}36122108
1003675{}347838{}20110701 213928{}d{}36122108
1007644{}350594{}20110701 213937{}d{}36184173
1009327{}352000{}20110701 213937{}d{}36243941
1005766{}349166{}20110701 213942{}d{}36176469
1003268{}347568{}20110701 213957{}d{}36151127
1003269{}347568{}20110701 214003{}d{}36151127
1002009{}346530{}20110701 214011{}v{}361538
1004859{}348515{}20110701 214013{}d{}36198096
1006388{}349644{}20110701 214017{}d{}36184332
1009388{}352052{}20110701 214020{}d{}36227896
1006016{}349356{}20110701 214030{}d{}36156048
1010169{}352682{}20110701 214030{}d{}36222652
1005967{}349318{}20110701 214034{}d{}36167433
1009801{}352395{}20110701 214049{}d{}36233229
1009273{}351950{}20110701 214051{}d{}36210790
1006116{}349425{}20110701 214115{}d{}36123740
1010558{}353012{}20110701 214120{}d{}36233220
1009467{}352097{}20110701 214129{}d{}36227897
1005428{}348916{}20110701 214138{}d{}36183702
1004303{}348141{}20110701 214140{}d{}36109869
1006631{}349840{}20110701 214140{}d{}36186595
1009903{}352481{}20110701 214143{}d{}36272957
1000854{}345889{}20110701 214211{}d{}36191714
1004304{}347198{}20110701 214214{}d{}36109869
1006136{}349442{}20110701 214215{}d{}36182706
1001349{}346286{}20110701 214218{}v{}361538
1000497{}345642{}20110701 214224{}v{}361
1004305{}347550{}20110701 214231{}d{}36109869
1009384{}352049{}20110701 214236{}d{}36227897
1004306{}348142{}20110701 214300{}d{}36109870
1010168{}352681{}20110701 214306{}d{}36272957
1010903{}353293{}20110701 214308{}d{}36207984
1001350{}346287{}20110701 214309{}v{}361538
1008078{}350971{}20110701 214309{}d{}36211695
1003548{}347766{}20110701 214319{}d{}36169946
1001026{}346021{}20110701 214321{}d{}36155388
1006477{}349721{}20110701 214323{}d{}36194267
1006560{}349763{}20110701 214328{}d{}36198187
1005223{}348786{}20110701 214345{}d{}36192713
1004773{}348452{}20110701 214410{}d{}36192457
1011113{}353472{}20110701 214411{}d{}36227687
1007546{}350525{}20110701 214413{}d{}36196065
1006465{}349710{}20110701 214421{}d{}36194269
1010400{}352879{}20110701 214436{}d{}36233220
1001681{}346531{}20110701 214448{}v{}361538
1011077{}353441{}20110701 214449{}d{}36227686
1007168{}350247{}20110701 214458{}d{}36184139
1009605{}352229{}20110701 214502{}d{}36280294
1005710{}349126{}20110701 214503{}d{}36176468
1007304{}350357{}20110701 214509{}d{}36184139
1003506{}347115{}20110701 214511{}d{}36107569
1006404{}349655{}20110701 214518{}d{}36183917
1009874{}350251{}20110701 214519{}d{}36272969
1005082{}348685{}20110701 214526{}d{}36177743
1005385{}348868{}20110701 214526{}d{}36123039
1006254{}349542{}20110701 214528{}d{}36184333
1004774{}348363{}20110701 214529{}d{}36192457
1002285{}346910{}20110701 214533{}v{}361538
1010327{}352814{}20110701 214535{}d{}36233220
1008178{}351060{}20110701 214539{}d{}36215653
1005536{}349004{}20110701 214545{}d{}36151536
1009383{}352048{}20110701 214552{}d{}36227896
1004524{}348286{}20110701 214553{}d{}36178950
1010203{}351618{}20110701 214605{}d{}36233927
1004992{}348625{}20110701 214606{}d{}36177742
1004629{}348363{}20110701 214617{}d{}36192457
1006432{}349673{}20110701 214618{}d{}36183915
1002286{}346286{}20110701 214627{}v{}361538
1005797{}349195{}20110701 214629{}d{}36183807
1001351{}346288{}20110701 214631{}v{}361538
1002013{}346288{}20110701 214641{}v{}361538
1005357{}348868{}20110701 214655{}d{}36123039
1002631{}347085{}20110701 214658{}v{}361538
1003340{}347625{}20110701 214701{}d{}36109264
1002287{}346911{}20110701 214709{}v{}361538
1005371{}348868{}20110701 214716{}d{}36123039
1008606{}351421{}20110701 214716{}v{}362513
1002632{}347086{}20110701 214717{}v{}361538
1001352{}346289{}20110701 214721{}v{}361538
1006699{}349839{}20110701 214734{}d{}36186609
1010293{}352787{}20110701 214737{}d{}36233224
1008673{}351471{}20110701 214745{}v{}362513
1001353{}346290{}20110701 214749{}v{}361538
1002288{}346530{}20110701 214751{}v{}361538
1010292{}352786{}20110701 214754{}d{}36233224
1004039{}347997{}20110701 214756{}d{}36122110
1009517{}352156{}20110701 214759{}d{}36280292
1004198{}348087{}20110701 214803{}d{}36109868
1002014{}346284{}20110701 214822{}v{}361538
1010258{}352755{}20110701 214823{}d{}36279596
1008120{}351008{}20110701 214824{}d{}36211696
1006422{}349673{}20110701 214830{}d{}36183916
1007345{}350392{}20110701 214838{}d{}36173857
1005372{}348877{}20110701 214849{}d{}36123038
1003857{}347920{}20110701 214856{}d{}36122109
1009776{}352374{}20110701 214905{}d{}36280294
1004094{}348027{}20110701 214907{}d{}36109065
1002903{}347292{}20110701 214909{}d{}36107287
1001682{}346284{}20110701 214929{}v{}361538
1004040{}347998{}20110701 214937{}d{}36122108
1010284{}345836{}20110701 214939{}d{}36233225
1001028{}346022{}20110701 214953{}d{}36155388
1004993{}348590{}20110701 214957{}d{}36177743
1009158{}351855{}20110701 215002{}d{}36279427
1007990{}350897{}20110701 215004{}d{}36211695
1006538{}349763{}20110701 215008{}d{}36198187
1009422{}352078{}20110701 215009{}d{}36227895
1009852{}352421{}20110701 215026{}d{}36272967
1010001{}352558{}20110701 215027{}d{}36233217
1008542{}351368{}20110701 215029{}d{}36211699
1004307{}348143{}20110701 215031{}d{}36151157
1005662{}349089{}20110701 215033{}d{}36176470
1004994{}348626{}20110701 215044{}d{}36177743
1005037{}348626{}20110701 215045{}d{}36177743
1009418{}352075{}20110701 215048{}d{}36227897
1000498{}345642{}20110701 215103{}v{}361
1000855{}345836{}20110701 215106{}d{}36172759
1000395{}345590{}20110701 215108{}d{}36109880
1008770{}351557{}20110701 215118{}d{}36256304
1000856{}345836{}20110701 215120{}d{}36172759
1000788{}345836{}20110701 215140{}d{}36172758
1008136{}351023{}20110701 215142{}d{}36211696
1001683{}346532{}20110701 215144{}v{}361538
1000816{}345836{}20110701 215152{}d{}36172758
1000574{}345643{}20110701 215156{}v{}361
1000499{}345643{}20110701 215157{}v{}361
1000789{}345836{}20110701 215201{}d{}36172759
1000427{}345608{}20110701 215209{}v{}361
1000461{}345608{}20110701 215216{}v{}361
1008095{}350983{}20110701 215224{}d{}36211696
1001684{}346533{}20110701 215239{}d{}361277
1004860{}348516{}20110701 215243{}d{}36198096
1004485{}348259{}20110701 215257{}d{}36178951
1008672{}351411{}20110701 215329{}v{}362513
1007974{}350883{}20110701 215343{}d{}36211694
1005400{}348877{}20110701 215354{}d{}36123039
1005767{}349167{}20110701 215403{}d{}36176468
1007041{}350143{}20110701 215405{}d{}36194643
1002290{}346291{}20110701 215422{}v{}361538
1002015{}346291{}20110701 215429{}v{}361538
1003299{}347592{}20110701 215429{}d{}36150618
1001354{}346291{}20110701 215433{}v{}361538
1006389{}349645{}20110701 215443{}d{}36184332
1008625{}351438{}20110701 215449{}v{}362513
1002633{}347087{}20110701 215452{}v{}361538
1008851{}351618{}20110701 215457{}d{}36270989
1002634{}347087{}20110701 215502{}v{}361538
1002635{}346291{}20110701 215503{}v{}361538
1007117{}350204{}20110701 215510{}d{}36184138
1006299{}349579{}20110701 215516{}d{}36184334
1006768{}349938{}20110701 215523{}d{}36186608
1009118{}351817{}20110701 215525{}d{}36279427
1007731{}350670{}20110701 215526{}d{}36211694
1006300{}349580{}20110701 215527{}d{}36184334
1001355{}346292{}20110701 215531{}v{}361538
1002636{}347088{}20110701 215541{}v{}361538
1004041{}347292{}20110701 215553{}d{}36122110
1007965{}350876{}20110701 215559{}d{}36211696
1000915{}345926{}20110701 215600{}v{}36168
1006664{}349867{}20110701 215620{}d{}36186606
1007118{}350205{}20110701 215631{}d{}36184137
1008527{}351357{}20110701 215633{}d{}36211699
1007841{}350769{}20110701 215638{}d{}36211695
1000614{}345697{}20110701 215639{}v{}361672
1007754{}350692{}20110701 215640{}d{}36211696
1008490{}351325{}20110701 215645{}d{}36233232
1006151{}349457{}20110701 215653{}d{}36182712
1006255{}349543{}20110701 215702{}d{}36184332
1003247{}347552{}20110701 215706{}d{}36107285
